id,name,short_name,description,sector_id,country_id,year_established,chartable,hidden,urlslug
245,"Statistics Centre - Abu Dhabi ",SCAD,"Statistics Centre ? Abu Dhabi (SCAD) is the official source of statistical data in Abu Dhabi Emirate. It was established in 2008 under a decree by HH Sheikh Khalifa bin Zayed Al Nahyan, entr??usting SCAD with the task of developing and organizing statistical work in the Emirate of Abu Dhabi and the production, analysis and dissemination of all the official statistics of Abu Dhabi Emirate.",25,13,2008,1,0,scad
246,"Western Region Development Council",WRDC,"Following the re-development of the Al Gharbia local governance model, which began in 2004 and was completed by the formation of the Western Region Development Council and Western Region Municipality in early 2006. 
Improving the lives of the people in Al Gharbia is one of the main goals of the Western Region Development Council.",25,13,2006,1,0,wrdc
247,"Zayed Higher Organisation for Humanitarian Care and Special Needs",ZHO,"Zayed Higher Organization for Humanitarian Care and Special Needs (ZHO) was established in the emirate of Abu Dhabi, as an umbrella for all humanitarian bodies, social services, special needs institutions and any future bodies established in Abu Dhabi for humanitarian goals. ",11,13,2004,1,0,zho
248,"EFG Hermes","EFG Hermes","EFG Hermes established in 1984 in Egypt, has grown over 30 years of success to become a leading financial services corporation with access to emerging and frontier markets.",6,2,1984,1,0,efg
249,"Fransabank Group",Fransabank,"Fransabank Group banking and finance legacy dates back to more than nine decades of excellence supported by its very responsible role in the multi-dimensional development of the economies and communities it serves. The Group has succeeded in establishing, developing and consolidating a competitive edge that earned it a leading position amongst the Lebanese banking community and the countries into which it expanded. Today, Fransabank Group has a consolidated presence in ten countries: Lebanon, France, Algeria, Sudan, Belarus, Cyprus, Iraq, Cuba, UAE (Abu Dhabi) and in Ivory Coast. The Group also ranks first in terms of local branch network with 124 branches strategically spread all over the country, providing the Lebanese community with all types of banking products and services to satisfy their personal and professional banking wants and needs.",6,7,,1,0,fransabank
250,"Dana Gas","Dana Gas","Dana Gas is the Middle East’s first and largest regional private sector natural gas company.  It was established in December 2005 with a public listing on the Abu Dhabi Securities Exchange (ADX).  Dana Gas has exploration and production assets in Egypt, Kurdistan Region of Iraq (KRI) and UAE, with an average production output of 63,900 boepd, in 2015.  With sizeable assets in Egypt, KRI and the UAE and further plans for expansion, Dana Gas aims to play an important role in the rapidly growing natural gas sector of the Middle East, North Africa and South Asia region (MENASA).",1,13,2005,1,0,danagas
251,"First Abu Dhabi Bank",FAB,"The merger of First Gulf Bank (FGB) and National Bank of Abu Dhabi (NBAD) has created the biggest bank in the UAE with approximately $175 billion of assets as at September-end 2017. The merger brings together two successful Abu Dhabi listed banks to create a new, well-balanced bank with the financial strength, expertise and global network to fuel growth in the UAE economy and drive the country’s international business relationships.",6,13,2017,1,0,fab
252,"Investment Holding Group",IHG,"The group has marked its presence in Qatar since 1975 and originally started as a contracting and trading company, catering for the construction market. 
Since then, the group has evolved into a diversified business that operates at different levels in contracting such as construction contracting, specialized contracting [mechanical, electrical and plumbing (MEP) and engineering constructions and projects (ECP)], and is a supplier of building materials, safety equipment, tools, timber, security systems, firefighting systems, and other related materials.",18,9,1975,1,0,ihg
253,"Jordan Ahli Bank","Ahli Bank","Jordan Ahli Bank established in 1955, provides various banking products and services in Jordan, Palestine, and Cyprus.",6,5,1955,1,0,ahli_bank
254,"Jordan Kuwait Bank","Jordan Kuwait Bank","Jordan Kuwait Bank was founded in 1976 as a public shareholding company. A testament of Arab investors’ interest in investing in Jordan and the successful establishment and development of joint economic projects. Jordan Kuwait Bank opened its first two branches in Abdali and Jabal Amman, in 1977.",6,5,1976,1,0,jkb
255,"National Bank of Egypt",NBE,"NBE is the oldest commercial bank in Egypt. It was established on June 25, 1898 with a capital of £ 1 million. Throughout its long history, NBE's functions and roles have continually developed to square with the different economic and political stages in Egypt. ",6,2,1898,1,0,nbe
256,"SANKYU Saudi Arabia Co.",SANKYU,"The Sankyu Group has established an optimal solutions system, through which Sankyu can offer the clients the systems they require by capitalizing on the precise operations and wide-ranging experience in the field. This has been as a result of the unique business expansion, blending logistics with plant engineering and installation. ",15,10,1918,1,0,sankyu
257,"Arabian Fal Group","Arabian Fal ","Founded in 1979 as Saudi owned ISO 9001-2015 organization.
Today, the company has providing maintenance service to all major Oil & Gas companies in the Kingdom.",15,10,1979,1,0,arabian_fal
258,"Rabigh Arabian Water and Electricity Company (RAWEC)",RAWEC,"The Rabigh IWSPP has been established to produce and supply utilities to the Rabigh Refining and Petrochemical Company (Petro Rabigh); jointly owned by Saudi Aramco and Sumitomo Chemical.
RAWEC, registered and head-quartered in Rabigh, Kingdom of Saudi Arabia, is a special purpose company created to develop, own, and operate the Rabigh IWSPP. RAWEC is owned by lead partner ACWA Power (37%), Marubeni (37%), JGC (25%) and Petro Rabigh (1%). The basis for a successful business relationship between RAWEC and Petro Rabigh was formalized by the Water and Energy Conversion Agreement (WECA) in April 7, 2005.",12,10,2005,1,0,rawec
259,Tawuniya,Tawuniya,"The Company for Cooperative Insurance (Tawuniya) was founded in 1986 in Riyadh as a Saudi joint stock company and the first licensed national insurance companyin Saudi Arabia offering various ?insurance products commensurate with the needs of the community of individuals and companies in accordance with the cooperative concept that is Islamically accepted.",27,10,1986,1,0,tawuniya
260,DHL,DHL,"DHL is the global leader in the logistics industry. Specializing in international shipping, courier services and transportation.",5,10,,1,0,dhl
261,"International Medical Center (IMC)",IMC,"The IMC is a multi-disciplinary hospital that features specialty centers providing a wide range of comprehensive treatment options for different health problems. These services are delivered by more than 150 US, Canadian and European certified physicians in more than thirty specialties including Orthopedics, Cardiology, Oncology, Women's Health and Children's Health. The hospital is equipped with state-of-the-art facilities that enable it to rank among the best healthcare providers in the region. 

The IMC was inaugurated in 2006 by the Custodian of the Two Holy Mosques King Abdullah bin Abdulaziz and the late Crown Prince Sultan bin Abdulaziz after more than twelve years of extensive planning. ",19,10,2006,1,0,imc
262,"Tamimi Global Company",Tamimi,"Founded in 1953, when Sheikh Ali A. Al Tamimi decided to start his journey as an entrepreneur by establishing a company that specialized in building pipeline construction and general contracting. The company grew later to become a leader in different business sectors, such as building and contracting, trading, manufacturing, catering, operations and maintenance, and retail. Recently, the group went through a massive restructuring plan, which has resulted in higher productivity and work efficiency. The group also succeeded in establishing a few more sectors in marine services, industrial services and power.",21,10,1953,1,0,tamimi
263,"Global Environmental Management Service (GEMS)",GEMS,"GEMS is an industry leader in hazardous waste management with state of the art capabilities in hazardous waste collection, storage, treatment, recycle and residue disposal.",15,10,,1,0,gems
264,"Arabian Pipeline & Services Company (Anabeeb)",Anabeeb,"Since partnering with leading Dutch industrial services company Mourik in 1986, ANABEEB has always been at the forefront of the Middle East’s industrial services market: for almost 30-years we have been bringing the latest technologies and techniques to support refining, petrochemical and other process industries based in the region.",15,10,1986,1,0,anabeeb
265,"Test ",Test,test,6,5,1900,0,1,test
266,"Qatar Stock Exchange",QSE,,15,9,,1,0,qatar_stock_exchange
267,"Sustainable Development Council",SDC_test,,5,5,2018,0,1,test_sdc
268,"Housing Bank for Trade and Finance","Housing Bank","The Housing Bank for Trade and Finance (HBTF) was established in 1973 as a public shareholding limited company with a capital amounting to half a million JD. The primary focus of the Bank was to provide housing finance, and hence the name.

After 24 years of operations, the Bank embarked on a new era, when it diversified its scope and became a comprehensive bank, providing full commercial banking services. The Bank's capital was increased several times, and currently amounts to JD 315 million; the equivalent of USD 444 million, the Bank's management has continuously focused on strengthening its capital base year by year, the total equity amounted to JD 1,045 million (USD 1.5 billion) at the end of June 2018 .",6,5,1973,1,0,hbtf
269,"Ajman Police General H.Q. ","Ajman Police",,25,13,1967,0,0,ajman
270,"Abu Dhabi Distribution Company","Abu Dhabi Distribution Company","Established in 1998, Abu Dhabi Distribution Company is one of the leading water and electricity distribution companies in the Middle East. The company is part of the ADWEA group of companies and operate under the watchful eye of the Regulation & Supervision Bureau (RSB), the independent regulator that makes sure water and electricity suppliers like us maintain a high level of service and keep within environmental, health and safety standards at all times.",12,13,1998,0,0,addc
271,"Abu Dhabi Food Control Authority","ADFCA ","Abu Dhabi Food Control Authority (ADFCA) was established as per the Law No. (2) of 2005 issued by His Highness Sheikh Khalifa Bin Zayed Al Nahyan, President of the UAE and Ruler of Abu Dhabi, to ensure food safety and consumer care as envisioned by the Emirate's wise leadership.  In the same year, His Highness Sheikh Mansour Bin Zayed Al Nahyan, Deputy Prime Minister, Minister of Presidential Affairs and Chairman of ADFCA approved the Authority organization structure, becoming a Government entity dedicated to the protection of society by ensuring food safety, guaranteeing the quality of food for human consumption and conducting the necessary research and studies on food.",23,13,2005,1,0,adfca
272,"Abu Dhabi Gas Liquefaction Company",ADGAS,"ADGAS is the Gulf pioneer in the field of Gas Liquefaction, the company was established in 1973 and started producing and exporting liquefied gas in 1977.",1,13,1973,1,0,adgas
274,"Abu Dhabi Islamic Bank",ADIB,"Abu Dhabi Islamic Bank was established on 20 May 1997 as a Public Joint Stock Company through the Amiri Decree No. 9 of 1997. The Bank commenced commercial operations on 11 November 1998, and was formally inaugurated by Abdullah Bin Zayed Al Nahyan, UAE Minister of Information and Culture on 18 April 1999. All contracts, operations and transactions are carried out in accordance with Islamic Shari'a principles.",6,13,1997,1,1,adib
275,"Emirates Real Estate Corporation",EREC,"EREC, establishment in 2000, had the ability to create very tangible, strong and cooperative partnership between the private and the public in the real estate sector. It expanded its role way beyond operating simply within the government sector. Today, the Corporation works with some 400 local companies with specific areas of expertise and carefully selected as registered members to EREC. These local firms provide a variety of support to ERECs work ranging from project management to consultancy, actual construction and auxiliary supplies.",17,13,2000,1,0,erec
276,"Emirates Steel Industries ","EmiratesSteel ","Established in 1998, Emirates Steel grew in a relatively short period of time from a simple re-roller of imported steel billets to a complex integrated manufacturing plant, using modern solutions to tackle traditional industrial problems to generate value for its various stakeholders.
Emirates Steel’s underlying business goal is to be an efficient and competitive producer of finished steel products. To achieve this, the Company continually and significantly invests in expansions in the areas of processing, manufacturing and information technology. In addition, these investments help to improve product and service quality, reduce the Company’s environmental footprint and increases safety for its workers and customers.",7,13,1998,1,0,emiratessteel
277,"Emircom LLC",Emircom,"Emircom has been established in 1984. Over the last 2 decades Emircom has been the IT Partner to some of the most challenging projects in the Middle East. Whether we are enabling telcos enhance their services, empowering educational institutions offer enhanced learning experience, automating some of the big financial entities or helping government bodies migrate from legacy system to next generation technology, Emircom is a proud partner fully aligned to UAE’s Vision 2030 and Saudi Arabia’s process of nation building. Backed by a team of highly qualified professionals, a powerful vision, and a strong management, Emircom is poised to take its rightful place as trendsetters in pursuit of excellence.",8,13,1984,1,0,emircom
278,"Engineering Maintenance Company ",EMCO,"EMCO GROUP has been dedicated to the singular business of Water and Wastewater Treatment for more than thirty five years, operating under the same management and ownership since its corporate establishment. As an international organization specialized in the engineering, manufacturing and installation of water and wastewater treatment systems worldwide, EMCO’s global vision and excellence is bolstered by a strong presence in the U.S.A., Lebanon, Iraq, the Kingdom of Saudi Arabia, the United Arab Emirates and Qatar, further supported by a significant market share across USA, the Middle East, Africa and Far East regions.
EMCO ENGINEERNG INC EMIRATES L.L.C. was incorporated in 1995 in Abu Dhabi, United Arab Emirates.",12,13,1995,1,0,emcogroup
279,"Etihad Airport Services - Cargo","Etihad Cargo ","Holding company with interests in cargo handling, aircraft repair, maintenance and fueling services; provides in-flight catering services.",5,13,1976,1,0,etihadcargo
280,"Etihad Airways Engineering L.L.C.","Etihad Engineering","Provides repair and maintenance services of aircrafts; offers engine and automotive technologies training services.",5,13,1987,1,0,etihadengineering
281,"Etihad Rail","Etihad Rail","Develops and operates a railway network for cargo and passengers.",5,13,2009,1,0,etihadrail
282,"Exeed Precast LLC","Exeed Precast","Exeed Precast is the largest subsidiary of Exeed Industries, the industrial arm of National Holding. Exeed Industries is a leading Abu Dhabi based group focused on building materials and construction related industries with operations spread across UAE and the wider MENA region.

Set up and commissioned in 2011, Exeed Precast is one of the largest precast production facilities in the region, covering an area of over 200,000 sq. m. located in ICAD 2 with an additional manufacturing facility, Exeed Aswar located in ICAD 1 covering and area of 21,000 sq. m.",7,13,2011,1,0,exceedprecast
283,"Fast Rent A Car",Fast,"Since its launch in 1990, Fast Rent A Car has focused on core values such as strong customer service and excellent value for money. This successful formula has seen the Abu Dhabi-based company grow across the Emirates to become the premier locally owned vehicle rental company. ",5,13,1990,1,0,fastuae
284,"Galvacoat for Galvanizing & Lighting Poles",Galvacoat,"The huge demand and the fast progressive development in the different applications of Street Lighting and Steel industry have implied a significant need to establish Galva Coat.
Galva Coat, founded in 1996, is now a land mark in the industrial area of Abu Dhabi and in a short span of time, it became one of the leading manufacturing organization not only in U.A.E but in the entire region",7,13,1996,1,0,galvacoat
285,"GAMI Air Conditioners Manufacturing Co.","GAMI ","Since its establishment in 2006, GAMI has remarkably achieved a firm position as a premier HVAC leading local manufacturer in the region. GAMI is continuously delivering world-class products for its clients through constant innovation and extensive research while considering the impact to out mother nature and valuing the safety of our people to the highest standard and understanding that locally owned businesses build strong communities by sustaining and cultivating our traditional lineage and values in a modern world. ",7,13,2006,1,0,gami
286,"Global Madical Solutions Managament- LLC",GMSHM,"Established in Abu Dhabi in 2006, Global Medical Solutions Hospital Management LLC, is a wholly Emirati owned company.  With extensive expertise in local, regional and international healthcare environments, we provide best practice healthcare solutions tailored to meet your organisational requirements.

Global Medical Solutions can assist with the diagnosis of your current organisational complications and also with the prescription of clear strategies to get your organisation on the road to health. We can also provide the healthcare management expertise to ensure these strategies are sensibly implemented with long lasting benefits for your organisations, your clients and your patients.

We will work with you to ensure your healthcare organisation is competitively positioned within today’s evolving marketplace.  Our multi-disciplinary team of hospital and healthcare leaders, planners, physicians, nurses, recruitment and logistics specialists are ready to help.",19,13,2006,1,0,gmshm
287,"Golden Heart Medical Services LLC",GHMS,"Golden Heart Medical Services is a new facility in Dubai, United Arab Emirates which provides personalized specialist care to a wide variety of services from clinical resident care to hospice care support. We also offer home health care services which prioritize patient safety, client independence and promote client’s optimal level of well-being. A sister company of another prestigiously awarded homecare facility in the UAE, Golden Heart Home Care brings the medical proficiency and clinical expertise of Nightingale Home Health Care Abu Dhabi to Dubai.

We recognize the critical importance of having patients receive comprehensive and optimal levels of care in their own familiar environment with their families. Golden Heart Medical Services establishes itself as one of the premier health care facilities in Dubai providing these patients with appropriate clinical assessment and referral services, competent nursing care, patient and caregiver support, physiotherapy and rehabilitation as well as medical services with a designated physician.",19,13,2017,1,0,ghms
288,"Gulf Diagnostic Center Hospital WLL","GDC hospital","Based in Abu Dhabi the capital of the United Arab Emirates, Gulf Diagnostic Center (GDC) Hospital was inaugurated in 1996 by the late Dr. Awad Kaddoura. Over the years it has grown from a diagnostic center into a multi-specialty hospital. The premier healthcare facility Implements best practices and quality standards, making it one of the renowned medical units in the UAE.

GDC holds a steadfast position of trust and respect in the hearts and minds of the people and offers a vast bouquet of services, highly qualified doctors, excellent nursing services, best medical expertise, research and charitable endeavors. In addition, the imaging and laboratory services at GDC utilize cutting-edge technology to deliver outstanding medical care. The hospital also has state-of-the-art facilities and is the winner of Joint Commission International Accreditation (JCIA) award in 2009 and Sheikh Khalifa Excellence Award (SKEA) in 2011.",19,13,1996,1,0,gdc_hospital
289,"Gulf Extrusions Co. LLC",GULFEX,"Established in 1976, Gulf Extrusions LLC is the flagship company of dynamic multi-industry conglomerate - Member of Al Ghurair Group is built on over 40 years of experience in Aluminium Extrusion.
The company was founded to meet the increasing demand for Aluminium Extrusions in domestic, regional and international markets for architectural, industrial and automotive sectors.",7,13,1976,1,0,gulfex
290,"Gulf Marine Services","GMS ","GMS was established in the UAE in 1977 and has successfully expanded its fleet and geographical coverage, from a local operation in Abu Dhabi to become the number one player in the Middle East, and is now the largest operator of advanced self-propelled self-elevating support vessels (SESVs) in the world. The Group listed on the London Stock Exchange in March 2014.

GMS’ assets provide a stable platform for the delivery of a wide range of services performed by the Group’s clients throughout the lifecycle of offshore oil, gas and renewable energy projects. The vessels are capable of operations in the Middle East, South East Asia, West Africa and Europe.

The Group constructs and maintains its vessels at its yard in Abu Dhabi; its extensive new build programme in recent years has made the GMS fleet the most sophisticated in the industry. The current core fleet comprises 13 SESVs.",18,13,1977,1,0,gmsuae
291,"Gulf Medical University",GMU,"Gulf Medical University (GMU) established in 1998 is a leading medical university in the Gulf region. GMU offers Medical and Health Professional Education in the field of Medicine, Dentistry, Pharmacy, Physiotherapy, Nursing, Medical Laboratory Sciences, Anesthesia & Surgical Technology, and Medical Imaging Sciences. GMU offers postgraduate programs in Toxicology, Public Health, Clinical Pathology. In addition, the university also offers Short Term Certificate Courses for Health workforce development and career enhancement. GMU differentiates itself having its own network of hospitals, clinics, and institutes.

The Thumbay Research Institute for Precision Medicine, Thumbay institute for population health and Thumbay Institute of health workforce development are the hubs for research, post-graduate studies, and continuous professional development. The university programs are accredited by Ministry of Education, UAE. All programs are recognized by World Health Organization (WHO) and listed in the WHO Directory of Medical Schools and IMED under the auspices of FAIMER and the list of program offerings in universities of the Eastern Mediterranean Region (EMRO) of the WHO. It has graduated about 1300 graduates and another 900 are graduated under Continuing Medical Health Education program.",19,13,1998,1,0,gmu
292,"Gulf Precast Concrete Co. L.L.C. ","Gulf Precast","Gulf Precast is a UAE Leader in Precast Manufacturing. With more than 30 years of experience it has expanded from its original United Arab Emirates center of operations and is now active in Saudi Arabia as well. It proposes a wide range of Precast Products, holds main contracting licenses and is constantly increasing its market share. Based on a strategy of international expansion, Gulf Precast has been awarded several major developments in the Kingdom of Saudi Arabia.

With six fixed precast manufacturing factories, four in Abu Dhabi and two in Dubai, the Company can produce up to 1,240 M3 per day, which is the largest precast capability in the UAE.",7,13,1984,1,0,gulfprecast
293,"Gulf Rubber Industries LLC","Gulf Rubber Factory","Gulf Rubber Factory started in the year 2011 as a result of partnership between Government of the Emirate of Abu Dhabi represented by the Center of Waste Management – Abu Dhabi (TADWEER) and the privet sector.
Gulf Rubber Factory is a state of the art industrial facility utilizing leading recycling technologies from leading European companies to produce granular rubber of various sizes and steel as a by-product. The process is best named as “Crumbing process” where used tires are mechanically shredded and crumbed into rubber granules of different sizes after purification processes that clean any steel or fiber content in the rubber, considering minimizing power consumption.
Gulf Rubber Factory is proud to add to its tires crumbing plant a state of the art rubber de-vulcanizing section as a part of its continues Endeavour to be at the fore front of the rubber recycling technology.
The added section is the result of many years of development of a totally environment friendly recycling technology that results in a very high grade de-vulcanized rubber compound derived from used truck tires.
Our core vision is to be able to fully recycle rubber from used tires, in order to produce finished rubber products through an economically sustainable and eco-friendly process.
We aim at fully assisting and supporting the UAE Government in dealing with the environmental concerns associated with the disposal of used tires. Gulf Rubber Factory undertakes to ensure that its production methods employ an environment friendly, dry and effluent-free process.",7,13,2011,1,0,gulfrubberfactory
294,"Gypsemna Company  L.L.C.","Gypsemna ","“Gypsemna” (signifies as “Our Gypsum Company” in Arabic) was established in 2006 by setting up the first world scale gypsum plasterboard plant in UAE’s capital city, Mussafah (ICAD- 2) Abu Dhabi. It is currently the largest Gypsum Plasterboard manufacturing plant in the Region, with an annual production capacity of 50 million m2. Gypsemna has been operational since June 2009, catering the plasterboard demand of the region. Due to the market requirements, we swiftly expanded our product line to include not only the Gypsum Plasterboards, but also the provision of complete Drywall Systems.",7,13,2006,1,0,gypsemna
295,Hafilat,Hafilat,"“Hafilat” factory based in Abu Dhabi city in the United Arab Emirates, was established in 2006, is specialized in European-quality buses manufactured and used in the manufacture of Steel or aluminium used in aircraft and heavy trucks and cars with high performance industry, manufactures a variety of passenger buses sizes and different types of them (low-floor urban buses articulated, and Double Decker buses as well as buses that operate compressed gas and electric power), in addition to other private uses of the bus, which also specializes in the refurbishment of old buses, and convert buses to specialized buses (library buses, mobile court bus, ambulance bus, finance and traffic awareness buss and much more), and has since its inception, manufactures many different types of buses for the internal market in the UAE and the Arab Gulf region.

Looking into the future, Hafilat commits to provide the customers with the best operation solution to increase customer profit gain. Led by the professional operation to become stronger in bus field, we try to meet the customer requirements from domestic and overseas rapidly with market-oriented concept. We hope that Hafilat could become the best domestic bus manufacturer and international famous bus enterprise after a very successful year recently.",7,13,2006,1,0,hafilat
296,"Holy Makkah Municipality","Holly Makkah","The establishment of the Secretariat of the Holy Capital dates back to 1926 (1345 Hijri) during the reign of His Majesty King Abdul Aziz, may Allah have mercy on him, after he was ordered to include municipal bodies in Makkah to a single administration with specific powers and responsibilities.",25,10,1926,1,0,hollymakkah
297,Imdaad,Imdaad,"Imdaad is a Dubai based award-winning integrated facilities management company. Established in 2007, we are an ICD company with strong presence in GCC.
Seen as the FM solutions provider of choice in the region, our clients choose to work with us for our proven track record as an integrated facilities management provider and our leadership in the areas of sustainability and energy management, innovation and use of the latest technologies and technical solutions.

At Imdaad, we are constantly expanding the scope of our solutions within Hard FM Services, Soft FM Services and Business Support Services. Under Hard FM Services, we offer MEP & Asset Maintenance, BMS Operations, Painting/Civil/Carpentry/Masonry, Infrastructure Maintenance, Power Monitoring & Savings, and Home Pro Services. Soft FM Services include Waste Management, Pest Management, Cleaning Services, Lagoon/Beach Cleaning, Road Cleaning, and Tanker & STP Services. Finally, under Business Support Services, we offer Temporary Power Rentals, Recycling Management, Training & Certification, DLP Management, Customer Response Center, Man Power and Help Desk Concierge.

 ",15,13,2007,1,0,imdaad
298,"Index Exchange","Index Exchange","Index Exchange was established in January 1976 as Habib Exchange Company LLC having been granted one of the first licenses by the UAE Central Bank to conduct remittances, to exchange foreign currencies and to issue travelers cheques. In 2014 Habib Exchange was fully acquired by Al Hail Holding (AHH) and Global Development Group (GDG) and rebranded as Index Exchange. AHH and GDG are leading investment companies based in Abu Dhabi and have business interests in financial services, real estate, infrastructure, retail, logistics, health and education sector. The Group is in partnership with leading international companies in some of these sectors.

 

The Company's rebranding to Index Exchange is more than just a facelift. We are opening new branches, servicing new corridors and introducing new technology. We offer a wide range of services including foreign currency remittances for both individuals and commercial customers, foreign currencies exchange, payroll (including wage protection system), bill payments and cash collections. Moreover, we will leverage other companies within the Group so as to offer our clients a broader range of financial services.",6,13,1976,1,0,indexexchange
299,"INDEX Holding ","Index Holding","As Dubai’s business environment grew rapidly in the 70’s and 80’s, Abdul Salam Al Madani with his father’s wisdom and determination, established INDEX Trading in 1983.
INDEX Conferences and Exhibitions Organisation Establishment emerged in the market in 1991, specialised in organising national, regional, and international medical, scientific, educational and trade conferences and exhibitions. Today, INDEX organises more than 20 events annually which has put INDEX at the forefront; leading the industry in organising events with a track record of more than 400 events in the past 20 years. With the UAE being one of the world’s top countries in healthcare spending per capita, INDEX Health Care Management was founded in 2005 with the aim of developing turnkey projects in the healthcare sector from concept design to operation and management. INDEX also contributes to the growth of the medical tourism industry which is going through an exciting phase where international and intra-regional activities are taking place within the healthcare sector.

In March 2006, INDEX Holding was officially established with a seal of commitment to be one of the leading national corporations in the country. INDEX Holding’s main objective is managing its current companies and to venture into owning, controlling, managing and acquisitioning several other companies. In line with the rapid diversification and continuous growth, INDEX Holding officially established its branch office in Seoul, South Korea in October 2006, to venture and capture the diverse business activities of Southeast Asia.",26,13,2006,1,0,indesxholding
300,"India Palace Restaurant","India Palace","India Palace is an exciting new concept in casual dining: Indian fare, curated by India Palace.
The Menu combines Indian cuisine and a rich heritage of Mughlai hospitality, resulting a tempting selection of delicious, wholesome food and beverages served in a warm and sophisticated atmosphere

The first India Palace opened in 1997 in the UAE. Since then, it has expanded across the UAE and can be found in the most prestigious locations.",24,13,1997,1,0,indiapalace
301,"International Gas Services Est.",Sergas,"Established in 1988 in the young and budding economy the U.A.E., SERGAS Group began its journey in the gas industry to empower lives and offer a safe and secure gas system solution.

We at SERGAS Group provide customized solutions in LPG, SNG, NG and Medical Gas to a wide range of Industrial, Commercial and Residential Clients.",1,13,1988,1,0,sergas
302,"JAFZA (Jabal Ali Free Zone Authority)","JAFZA ","A free trade zone for logistics, automotive, trade, industrial, manufacturing, information technology, electronics and support services companies.",25,13,1986,1,0,jafza
303,"Joseph Advertisers","Joseph Advertisers","Since 1978, the Joseph Group of Companies has been serving the GCC and neighboring markets with ever-increasing success, providing all forms of signage solutions and sign-related services. Handling prestigious projects on a turn-key basis and working with international designers, consultants, architects and engineers of repute has helped make the Joseph Group a leader in setting new standards of quality and service within the signage industry.
When it comes to signage, Joseph Advertisers is proud to highlight the pristine quality of its work and the overall satisfaction of its client base. We understand that every sign is unique and deserves the same attention to detail.

The Retail and Internal signs division focuses on in-mall store-front signs, door signs, building directories, desk top signs, in-store branding, back wall signs etc. to name a few. Signs can be customized using a variety of materials such as aluminum, brass, acrylic, stainless steel and wood.",7,13,1978,1,0,josephadvertisers
304,"Kanoo Machinery","Kanoo Machinery","Kanoo Machinery has grown to become one of the leading materials handling, construction, agriculture, cleaning and industrial equipment distributors in the Gulf. Since it’s inception in the early 60s, Kanoo has diversified interests which include Shipping, Travel, Logistics, Oil & Gas, Power, Chemicals, Joint Ventures and Equipment Rental among others.",16,13,1965,1,0,kanoomachinery
305,"Kanoo Power & Industrial Projects","Kanoo Power & Industrial Projects","Kanoo Power & Industrial Projects (P&IP) was formed with a vision to provide solutions through engineering & value added services to utility sector companies as well as to the multitude of Industry spread across the Arabian Gulf. It used to operate as the General Trading Division and was changed to P&IP in 1999 to expand the operations and increase the activities.

The core philosophy is to increase efficiency, optimize unit output and reduce costs to the utility and general industry with a pro-active and a pro-customer attitude. With a dedicated team and an ideology that ""Possibilities are Endless"", Kanoo P&IP aims to deliver the best services to the customers, at all times.",12,13,1965,1,0,powerindustrialprojects
306,"Khidmah LLC","Khidmah ","We manage landmark developments across the region, addressing the need for specialized and reliable property solutions. From the early design stage to handover, operations, selling, leasing, managing and maintaining properties and facilities, we have the size, experience, skill set, commitment and resources to deliver on the needs of every property stakeholder.",17,13,2009,1,0,khidmah
307,"Le Meridien Abu Dhabi Hotel","Le Meridien Abu Dhabi Hotel","Marriott International, Inc. is a leading global lodging company with more than 6,700 properties across 130 countries and territories, reporting revenues of more than $22 billion in fiscal year 2017. Founded by J. Willard and Alice Marriott and guided by family leadership for more than 90 years, the company is headquartered outside of Washington, D.C. in Bethesda, Maryland.",24,13,1994,1,0,le_meridien_abu_dhabi
308,"Leela Megh Exchange","Lm Exchange","Leela Megh (LM) Exchange Limited Liability Corporation (LLC), established in Dubai in the year 1970 is one of the oldest exchange house in UAE. From last 40 years, LM Exchange is serving to foreign currency exchange and money remittance needs of more than 200 nationalities of different countries and UAE nationals all across UAE.

With its various ancillary services such as International mobile recharge, Bank account opening, bill payments, etc LM exchange has truly become a convenient one stop solution for all expats needs.

LM Exchange provides foreign currency exchange and money remittance service to corporate customers, expatriate individuals, and UAE Nationals in a timely, cost-effective, and professionally consistent manner.",6,13,1970,1,0,lm_exchange
309,"Excellent Pipes Company","Excellent Pipes Company","Established in 2000, specializing in the manufacture of pipes and fittings.",7,13,2000,1,0,epc
310,"Fathima Healthcare Management Services",FMC,"Fathima Healthcare Group is one of the leading companies in the Health Insurance Business in the UAE since 1997 with the concept of “Cost effective, Comprehensive, Affordable Healthcare for all”.  Its humble beginning was conceptualized by Dr K.P Hussain, Chairman, who witnessed many low-income employees suffering from various chronic illnesses and deprived of access to comprehensive and affordable health services. His genuine compassion for the underprivileged sector of the society brought the commencement of “Cost Effective Medical Insurance Scheme” in the year 2000. 

Throughout the years, the company has shown dynamic improvement to ensure relevance and responsiveness in the health insurance industry. It has expanded significantly to meet the demands of the growing number of clients requiring health insurance coverage. FMC Network UAE, LLC is registered with all the Health Authorities in UAE and was the first company to obtain the license as Third Party Administrator under the patronage of Insurance Authority UAE. ",19,13,1997,1,0,fmc
312,"Lifeline Hospital Group",LLH,"Lifeline Hospital Group owns and operates hospitals. The company provides hospital management services. Additionally, it offers healthcare services. Lifeline Hospital Group was founded in 2006 and is based in Abu Dhabi, United Arab Emirates.",19,13,2006,1,0,LLH
